checkpoint_h,tercile,n,P_tp_pct
6,1,1879,26.3
6,2,1879,39.5
6,3,1880,78.8
12,1,1879,26.3
12,2,1879,39.5
12,3,1880,78.8
24,1,1879,26.3
24,2,1879,39.5
24,3,1880,78.8
48,1,1879,26.3
48,2,1879,39.5
48,3,1880,78.8
72,1,1879,26.3
72,2,1879,39.5
72,3,1880,78.8
96,1,1879,26.3
96,2,1879,39.5
96,3,1880,78.8
